Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S,Age_scaled,Fare_scaled,FamilySize,FarePerPerson,Class_Fare,Fare_log,AgeGroup
0,3,21.5,3,1,25.4667,False,False,True,-0.5724937540977952,0.06936383916282275,5,5.0933399999999995,76.4001,3.275887339030031,YoungAdult
0,3,25.0,0,0,7.8958,True,False,True,-0.3092756154954491,-0.7890040358414437,1,7.8958,23.6874,2.1855792552411137,YoungAdult
0,3,25.0,0,0,6.8583,True,True,False,-0.3092756154954491,-0.839687647399015,1,6.8583,20.5749,2.061570298060867,YoungAdult
1,1,33.0,1,0,65.6344,False,True,False,0.29236584416705635,2.0316232164746784,2,32.8172,65.6344,4.19922096071412,YoungAdult
0,2,30.0,0,0,0.0,True,False,True,0.06675029679361683,-1.1747270817559212,1,0.0,0.0,0.0,YoungAdult
1,3,44.0,0,0,7.925,True,False,True,1.1196228512030013,-0.7875775669667633,1,7.925,23.775,2.188856327665703,Adult
0,3,21.5,0,0,8.05,False,False,True,-0.5724937540977952,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,YoungAdult
1,2,34.0,1,1,32.5,False,False,True,0.36757102662486957,0.41295231643305413,3,10.833333333333334,65.0,3.5115454388310208,YoungAdult
1,2,18.0,0,2,13.0,False,False,True,-0.8357118927001413,-0.539655322480331,3,4.333333333333333,26.0,2.6390573296152584,Teen
0,2,30.0,0,0,13.0,True,False,True,0.06675029679361683,-0.539655322480331,1,13.0,26.0,2.6390573296152584,YoungAdult
0,3,10.0,0,2,24.15,False,False,True,-1.437353352362647,0.005040840282963516,3,8.049999999999999,72.44999999999999,3.224857896545748,Child
0,3,25.0,0,0,7.8958,True,False,False,-0.3092756154954491,-0.7890040358414437,1,7.8958,23.6874,2.1855792552411137,YoungAdult
0,3,21.0,0,0,7.7333,True,True,False,-0.6100963453267019,-0.7969424328323887,1,7.7333,23.1999,2.167143305297764,YoungAdult
0,3,29.0,0,0,7.875,True,False,True,-0.008454885664196365,-0.7900201506562848,1,7.875,23.625,2.1832383353614797,YoungAdult
0,3,28.0,1,1,14.4,False,False,True,-0.08366006812200955,-0.471262979173729,3,4.8,43.2,2.7343675094195836,YoungAdult
0,3,18.0,1,1,20.2125,True,False,True,-0.8357118927001413,-0.18731262526685463,3,6.7375,60.637499999999996,3.0545906305603445,Teen
0,3,25.0,0,0,7.25,True,False,True,-0.3092756154954491,-0.8205524467753036,1,7.25,21.75,2.1102132003465894,YoungAdult
1,2,28.0,1,0,26.0,False,False,True,-0.08366006812200955,0.0954164367952591,2,13.0,52.0,3.295836866004329,YoungAdult
1,2,19.0,0,0,26.0,False,False,True,-0.7605067102423282,0.0954164367952591,1,26.0,52.0,3.295836866004329,YoungAdult
0,3,25.0,0,0,7.75,True,True,False,-0.3092756154954491,-0.7961266098800885,1,7.75,23.25,2.169053700369523,YoungAdult
1,3,32.0,0,0,8.05,True,False,True,0.2171606617092432,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,YoungAdult
1,1,28.0,0,0,26.55,True,False,True,-0.08366006812200955,0.12228485737999564,1,26.55,26.55,3.3160025355989236,YoungAdult
1,3,21.5,1,0,16.1,False,False,True,-0.5724937540977952,-0.3882151337299979,2,8.05,48.300000000000004,2.8390784635086144,YoungAdult
1,2,42.0,1,0,26.0,False,False,True,0.969212486287375,0.0954164367952591,2,13.0,52.0,3.295836866004329,Adult
0,3,17.0,0,0,7.125,True,False,True,-0.9109170751579546,-0.8266589059991073,1,7.125,21.375,2.094945728215801,Teen
0,1,50.0,1,0,55.9,True,False,True,1.5708539459498805,1.5560814831291163,2,27.95,55.9,4.041295341132285,Adult
1,1,14.0,1,2,65.6344,False,False,True,-1.136532622531394,2.0316232164746784,4,16.4086,65.6344,4.19922096071412,Teen
0,3,21.0,2,2,34.375,False,False,True,-0.6100963453267019,0.5045492047901105,5,6.875,103.125,3.5660053559634015,YoungAdult
1,2,24.0,2,3,18.75,False,False,True,-0.3844807979532623,-0.25875819818535845,6,3.125,37.5,2.9831534913471307,YoungAdult
0,1,64.0,1,4,65.6344,True,False,True,2.623726500359265,2.0316232164746784,6,10.939066666666667,65.6344,4.19922096071412,Senior
0,2,31.0,0,0,10.5,True,False,True,0.14195547925143,-0.661784506956406,1,10.5,21.0,2.4423470353692043,YoungAdult
1,2,45.0,1,1,26.25,False,False,True,1.1948280336608146,0.1076293552428666,3,8.75,52.5,3.305053521109253,Adult
0,3,20.0,0,0,9.5,True,False,True,-0.685301527784515,-0.710636180746836,1,9.5,28.5,2.3513752571634776,YoungAdult
0,3,25.0,1,0,7.775,True,False,True,-0.3092756154954491,-0.7949053180353277,2,3.8875,23.325000000000003,2.1719067693519296,YoungAdult
1,2,28.0,0,0,13.0,False,False,True,-0.08366006812200955,-0.539655322480331,1,13.0,26.0,2.6390573296152584,YoungAdult
1,3,25.0,0,0,8.1125,True,False,True,-0.3092756154954491,-0.7784178781310577,1,8.1125,24.337500000000002,2.2096470973347766,YoungAdult
1,1,4.0,0,2,65.6344,True,False,True,-1.8885844471095259,2.0316232164746784,3,21.878133333333334,65.6344,4.19922096071412,Child
1,2,13.0,0,1,19.5,False,False,True,-1.2117378049892074,-0.22211944284253596,2,9.75,39.0,3.0204248861443626,Teen
1,1,34.0,0,0,26.55,True,False,True,0.36757102662486957,0.12228485737999564,1,26.55,26.55,3.3160025355989236,YoungAdult
1,3,5.0,2,1,19.2583,False,False,False,-1.8133792646517128,-0.23392689239768297,4,4.814575,57.774899999999995,3.0085645861193133,Child
1,1,52.0,0,0,30.5,True,False,True,1.7212643108655068,0.3152489688521941,1,30.5,30.5,3.449987545831587,Adult
0,2,36.0,1,2,27.75,True,False,True,0.5179813915404959,0.18090686592851163,4,6.9375,55.5,3.3586377672433594,Adult
0,3,25.0,1,0,19.9667,True,False,True,-0.3092756154954491,-0.19932036668454228,2,9.98335,59.900099999999995,3.0429354648621407,YoungAdult
0,1,30.0,0,0,27.75,True,False,False,0.06675029679361683,0.18090686592851163,1,27.75,27.75,3.3586377672433594,YoungAdult
1,1,49.0,1,0,65.6344,True,False,False,1.4956487634920672,2.0316232164746784,2,32.8172,65.6344,4.19922096071412,Adult
0,3,25.0,0,0,8.05,True,False,True,-0.3092756154954491,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,YoungAdult
1,3,29.0,0,0,7.8958,True,False,False,-0.008454885664196365,-0.7890040358414437,1,7.8958,23.6874,2.1855792552411137,YoungAdult
0,1,65.0,0,0,26.55,True,False,True,2.6989316828170784,0.12228485737999564,1,26.55,26.55,3.3160025355989236,Senior
1,1,35.0,1,0,51.8625,False,False,True,0.4427762090826827,1.358842850200255,2,25.93125,51.8625,3.967694202798607,YoungAdult
1,2,50.0,0,0,10.5,False,False,True,1.5708539459498805,-0.661784506956406,1,10.5,21.0,2.4423470353692043,Adult
0,3,25.0,0,0,7.75,True,True,False,-0.3092756154954491,-0.7961266098800885,1,7.75,23.25,2.169053700369523,YoungAdult
1,1,48.0,0,0,26.55,True,False,True,1.4204435810342542,0.12228485737999564,1,26.55,26.55,3.3160025355989236,Adult
0,3,34.0,0,0,8.05,True,False,True,0.36757102662486957,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,YoungAdult
0,1,47.0,0,0,38.5,True,False,True,1.345238398576441,0.7060623591756342,1,38.5,38.5,3.676300671907076,Adult
0,2,48.0,0,0,13.0,True,False,True,1.4204435810342542,-0.539655322480331,1,13.0,26.0,2.6390573296152584,Adult
0,3,25.0,0,0,8.05,True,False,True,-0.3092756154954491,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,YoungAdult
0,3,38.0,0,0,7.05,True,False,True,0.6683917564561223,-0.8303227815333896,1,7.05,21.15,2.0856720914304723,Adult
0,2,30.0,0,0,0.0,True,False,True,0.06675029679361683,-1.1747270817559212,1,0.0,0.0,0.0,YoungAdult
0,1,56.0,0,0,26.55,True,False,True,2.0220850406967594,0.12228485737999564,1,26.55,26.55,3.3160025355989236,Adult
0,3,25.0,0,0,7.725,True,True,False,-0.3092756154954491,-0.7973479017248494,1,7.725,23.174999999999997,2.1661924680884908,YoungAdult
1,3,0.75,2,1,19.2583,False,False,False,-2.1330012900974187,-0.23392689239768297,4,4.814575,57.774899999999995,3.0085645861193133,Child
0,3,25.0,0,0,7.25,True,False,True,-0.3092756154954491,-0.8205524467753036,1,7.25,21.75,2.1102132003465894,YoungAdult
0,3,38.0,0,0,8.6625,True,False,True,0.6683917564561223,-0.7515494575463212,1,8.6625,25.987499999999997,2.2682524139135403,Adult
1,2,33.0,1,2,27.75,False,False,True,0.29236584416705635,0.18090686592851163,4,6.9375,55.5,3.3586377672433594,YoungAdult
1,2,23.0,0,0,13.7917,False,False,False,-0.45968598041107545,-0.5009794523404475,1,13.7917,27.5834,2.694066212646058,YoungAdult
0,3,22.0,0,0,9.8375,False,False,True,-0.5348911628688886,-0.6941487408425658,1,9.8375,29.512500000000003,2.3830123421066602,YoungAdult
0,1,40.0,0,0,52.0,True,False,True,0.8188021213717487,1.3655599553464393,1,52.0,52.0,3.970291913552122,Adult
0,2,34.0,1,0,21.0,True,False,True,0.36757102662486957,-0.14884193215689093,2,10.5,42.0,3.091042453358316,YoungAdult
0,3,29.0,1,0,7.0458,True,False,True,-0.008454885664196365,-0.8305279585633094,2,3.5229,21.1374,2.0851502161468174,YoungAdult
0,3,22.0,0,0,7.5208,True,False,True,-0.5348911628688886,-0.8073234135128551,1,7.5208,22.5624,2.142510233146819,YoungAdult
1,3,2.0,0,1,12.2875,False,False,True,-2.038994812025152,-0.5744621400560124,2,6.14375,36.8625,2.586823743668066,Child
0,3,9.0,5,2,46.9,True,False,True,-1.51255853482046,1.1164164190152461,8,5.8625,140.7,3.8691155044168695,Child
0,2,30.0,0,0,0.0,True,False,True,0.06675029679361683,-1.1747270817559212,1,0.0,0.0,0.0,YoungAdult
0,3,50.0,0,0,8.05,True,False,True,1.5708539459498805,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,Adult
1,3,63.0,0,0,9.5875,False,False,True,2.548521317901452,-0.7063616592901734,1,9.5875,28.762500000000003,2.3596740599781727,Senior
1,1,25.0,1,0,65.6344,True,False,False,-0.3092756154954491,2.0316232164746784,2,32.8172,65.6344,4.19922096071412,YoungAdult
0,3,21.5,3,1,25.4667,False,False,True,-0.5724937540977952,0.06936383916282275,5,5.0933399999999995,76.4001,3.275887339030031,YoungAdult
1,1,35.0,1,0,65.6344,False,False,True,0.4427762090826827,2.0316232164746784,2,32.8172,65.6344,4.19922096071412,YoungAdult
0,1,58.0,0,0,29.7,True,False,False,2.172495405612386,0.2761676298198501,1,29.7,29.7,3.4242626545931514,Adult
0,3,30.0,0,0,8.05,True,False,True,0.06675029679361683,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,YoungAdult
1,3,9.0,1,1,15.9,True,False,True,-1.51255853482046,-0.39798546848808397,3,5.3,47.7,2.8273136219290276,Child
0,3,25.0,1,0,19.9667,True,False,True,-0.3092756154954491,-0.19932036668454228,2,9.98335,59.900099999999995,3.0429354648621407,YoungAdult
0,3,21.0,0,0,7.25,True,False,True,-0.6100963453267019,-0.8205524467753036,1,7.25,21.75,2.1102132003465894,YoungAdult
0,1,55.0,0,0,30.5,True,False,True,1.9468798582389464,0.3152489688521941,1,30.5,30.5,3.449987545831587,Adult
0,1,71.0,0,0,49.5042,True,False,False,3.1501627775639576,1.2436359479002839,1,49.5042,49.5042,3.922056501139853,Senior
0,3,21.0,0,0,8.05,True,False,True,-0.6100963453267019,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,YoungAdult
0,3,25.0,0,0,14.4583,True,False,False,-0.3092756154954491,-0.46841492659174694,1,14.4583,43.3749,2.738146075922933,YoungAdult
1,1,54.0,1,0,65.6344,False,False,False,1.8716746757811333,2.0316232164746784,2,32.8172,65.6344,4.19922096071412,Adult
0,3,25.0,0,0,15.1,True,False,True,-0.3092756154954491,-0.437066807520428,1,15.1,45.3,2.7788192719904172,YoungAdult
0,1,25.0,1,2,65.6344,False,False,True,-0.3092756154954491,2.0316232164746784,4,16.4086,65.6344,4.19922096071412,YoungAdult
0,3,24.0,0,0,7.7958,True,False,True,-0.3844807979532623,-0.7938892032204868,1,7.7958,23.3874,2.174274334826008,YoungAdult
0,3,17.0,0,0,8.6625,True,False,True,-0.9109170751579546,-0.7515494575463212,1,8.6625,25.987499999999997,2.2682524139135403,Teen
0,3,21.0,0,0,7.75,False,True,False,-0.6100963453267019,-0.7961266098800885,1,7.75,23.25,2.169053700369523,YoungAdult
0,3,21.5,0,0,7.6292,False,True,False,-0.5724937540977952,-0.8020278920739724,1,7.6292,22.8876,2.155151800914312,YoungAdult
0,3,37.0,0,0,9.5875,False,False,True,0.5931865739983091,-0.7063616592901734,1,9.5875,28.762500000000003,2.3596740599781727,Adult
1,1,16.0,0,0,65.6344,False,False,True,-0.9861222576157678,2.0316232164746784,1,65.6344,65.6344,4.19922096071412,Teen
0,1,18.0,1,0,65.6344,True,False,False,-0.8357118927001413,2.0316232164746784,2,32.8172,65.6344,4.19922096071412,Teen
1,2,33.0,0,2,26.0,False,False,True,0.29236584416705635,0.0954164367952591,3,8.666666666666666,52.0,3.295836866004329,YoungAdult
1,1,40.0,0,0,26.55,True,False,True,0.8188021213717487,0.12228485737999564,1,26.55,26.55,3.3160025355989236,Adult
0,3,28.0,0,0,22.525,True,False,True,-0.08366006812200955,-0.07434312962648525,1,22.525,67.57499999999999,3.1580636854714434,YoungAdult
1,3,26.0,0,0,56.4958,True,False,True,-0.23407043303763592,1.5851873103734548,1,56.4958,169.4874,4.05171190165724,YoungAdult
1,3,29.0,0,0,7.75,True,True,False,-0.008454885664196365,-0.7961266098800885,1,7.75,23.25,2.169053700369523,YoungAdult
0,3,25.0,0,0,8.05,True,False,True,-0.3092756154954491,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,YoungAdult
1,1,36.0,0,0,26.2875,True,False,True,0.5179813915404959,0.1094612930100078,1,26.2875,26.2875,3.3064287218760624,Adult
1,1,54.0,1,0,59.4,False,False,False,1.8716746757811333,1.7270623413956212,2,29.7,59.4,4.100989104940769,Adult
0,3,24.0,0,0,7.4958,True,False,True,-0.3844807979532623,-0.8085447053576159,1,7.4958,22.4874,2.139571923732859,YoungAdult
0,1,47.0,0,0,34.0208,True,False,True,1.345238398576441,0.48724594193354015,1,34.0208,34.0208,3.5559421706858756,Adult
1,2,34.0,0,0,10.5,False,False,True,0.36757102662486957,-0.661784506956406,1,10.5,21.0,2.4423470353692043,YoungAdult
0,3,25.0,0,0,24.15,True,True,False,-0.3092756154954491,0.005040840282963516,1,24.15,72.44999999999999,3.224857896545748,YoungAdult
1,2,36.0,1,0,26.0,False,False,True,0.5179813915404959,0.0954164367952591,2,13.0,52.0,3.295836866004329,Adult
0,3,32.0,0,0,7.8958,True,False,True,0.2171606617092432,-0.7890040358414437,1,7.8958,23.6874,2.1855792552411137,YoungAdult
1,1,30.0,0,0,65.6344,False,False,True,0.06675029679361683,2.0316232164746784,1,65.6344,65.6344,4.19922096071412,YoungAdult
0,3,22.0,0,0,7.8958,True,False,True,-0.5348911628688886,-0.7890040358414437,1,7.8958,23.6874,2.1855792552411137,YoungAdult
0,3,25.0,0,0,7.225,True,False,False,-0.3092756154954491,-0.8217737386200644,1,7.225,21.674999999999997,2.1071782966514356,YoungAdult
1,1,44.0,0,1,57.9792,False,False,False,1.1196228512030013,1.6576538832741783,2,28.9896,57.9792,4.077184839375167,Adult
0,3,25.0,0,0,7.2292,True,False,False,-0.3092756154954491,-0.8215685615901446,1,7.2292,21.6876,2.1076888046179385,YoungAdult
0,3,40.5,0,0,7.75,True,True,False,0.8564047126006552,-0.7961266098800885,1,7.75,23.25,2.169053700369523,Adult
1,2,50.0,0,0,10.5,False,False,True,1.5708539459498805,-0.661784506956406,1,10.5,21.0,2.4423470353692043,Adult
0,1,40.0,0,0,65.6344,True,False,True,0.8188021213717487,2.0316232164746784,1,65.6344,65.6344,4.19922096071412,Adult
0,3,39.0,0,0,7.925,True,False,True,0.7435969389139355,-0.7875775669667633,1,7.925,23.775,2.188856327665703,Adult
0,2,23.0,2,1,11.5,True,False,True,-0.45968598041107545,-0.612932833165976,4,2.875,23.0,2.5257286443082556,YoungAdult
1,2,2.0,1,1,26.0,False,False,True,-2.038994812025152,0.0954164367952591,3,8.666666666666666,52.0,3.295836866004329,Child
0,3,25.0,0,0,7.2292,True,False,False,-0.3092756154954491,-0.8215685615901446,1,7.2292,21.6876,2.1076888046179385,YoungAdult
0,3,17.0,1,1,7.2292,True,False,False,-0.9109170751579546,-0.8215685615901446,3,2.409733333333333,21.6876,2.1076888046179385,Teen
1,3,21.5,0,2,22.3583,False,False,False,-0.5724937540977952,-0.08248670364734986,3,7.452766666666666,67.0749,3.1509523813392697,YoungAdult
0,3,30.0,0,0,8.6625,False,False,True,0.06675029679361683,-0.7515494575463212,1,8.6625,25.987499999999997,2.2682524139135403,YoungAdult
1,2,7.0,0,2,26.25,False,False,True,-1.6629688997360863,0.1076293552428666,3,8.75,52.5,3.305053521109253,Child
0,1,45.0,0,0,26.55,True,False,True,1.1948280336608146,0.12228485737999564,1,26.55,26.55,3.3160025355989236,Adult
1,1,30.0,0,0,65.6344,False,False,False,0.06675029679361683,2.0316232164746784,1,65.6344,65.6344,4.19922096071412,YoungAdult
0,3,25.0,0,0,14.5,True,False,True,-0.3092756154954491,-0.466377811794686,1,14.5,43.5,2.740840023925201,YoungAdult
1,1,22.0,0,2,49.5,False,False,False,-0.5348911628688886,1.2434307708703642,3,16.5,49.5,3.9219733362813143,YoungAdult
1,1,36.0,0,2,65.6344,False,False,True,0.5179813915404959,2.0316232164746784,3,21.878133333333334,65.6344,4.19922096071412,Adult
0,3,9.0,4,2,31.275,False,False,True,-1.51255853482046,0.35310901603977735,7,4.4678571428571425,93.82499999999999,3.4742929367327062,Child
0,3,11.0,4,2,31.275,False,False,True,-1.3621481699048337,0.35310901603977735,7,4.4678571428571425,93.82499999999999,3.4742929367327062,Child
1,2,32.0,1,0,26.0,True,False,True,0.2171606617092432,0.0954164367952591,2,13.0,52.0,3.295836866004329,YoungAdult
0,1,50.0,1,0,65.6344,True,False,False,1.5708539459498805,2.0316232164746784,2,32.8172,65.6344,4.19922096071412,Adult
0,1,64.0,0,0,26.0,True,False,True,2.623726500359265,0.0954164367952591,1,26.0,26.0,3.295836866004329,Senior
1,2,19.0,1,0,26.0,False,False,True,-0.7605067102423282,0.0954164367952591,2,13.0,52.0,3.295836866004329,YoungAdult
1,2,30.0,0,0,13.8625,True,False,False,0.06675029679361683,-0.4975207538360851,1,13.8625,27.725,2.6988412620169004,YoungAdult
0,3,33.0,1,1,20.525,True,False,True,0.29236584416705635,-0.17204647720734526,3,6.841666666666666,61.574999999999996,3.0692150503137943,YoungAdult
1,2,8.0,1,1,36.75,True,False,True,-1.5877637172782733,0.6205719300423816,3,12.25,73.5,3.6309854756950335,Child
1,1,17.0,0,2,65.6344,True,False,False,-0.9109170751579546,2.0316232164746784,3,21.878133333333334,65.6344,4.19922096071412,Teen
0,2,27.0,0,0,26.0,True,False,True,-0.15886525057982273,0.0954164367952591,1,26.0,52.0,3.295836866004329,YoungAdult
0,3,25.0,0,0,7.8292,True,True,False,-0.3092756154954491,-0.7922575573158865,1,7.8292,23.4876,2.17806441028492,YoungAdult
1,3,22.0,0,0,7.225,True,False,False,-0.5348911628688886,-0.8217737386200644,1,7.225,21.674999999999997,2.1071782966514356,YoungAdult
1,3,22.0,0,0,7.775,False,False,True,-0.5348911628688886,-0.7949053180353277,1,7.775,23.325000000000003,2.1719067693519296,YoungAdult
0,1,62.0,0,0,26.55,True,False,True,2.4733161354436386,0.12228485737999564,1,26.55,26.55,3.3160025355989236,Senior
1,1,48.0,1,0,39.6,False,False,False,1.4204435810342542,0.7597992003451073,2,19.8,39.6,3.703768066607687,Adult
0,1,40.0,0,0,65.6344,True,False,False,0.8188021213717487,2.0316232164746784,1,65.6344,65.6344,4.19922096071412,Adult
1,1,39.0,1,1,65.6344,False,False,True,0.7435969389139355,2.0316232164746784,3,21.878133333333334,65.6344,4.19922096071412,Adult
1,3,36.0,1,0,17.4,False,False,True,0.5179813915404959,-0.32470795780243905,2,8.7,52.199999999999996,2.91235066461494,Adult
0,3,25.0,0,0,7.75,True,True,False,-0.3092756154954491,-0.7961266098800885,1,7.75,23.25,2.169053700369523,YoungAdult
0,3,40.0,0,0,7.8958,True,False,True,0.8188021213717487,-0.7890040358414437,1,7.8958,23.6874,2.1855792552411137,Adult
0,2,28.0,0,0,13.5,True,False,True,-0.08366006812200955,-0.515229485585116,1,13.5,27.0,2.6741486494265287,YoungAdult
0,3,25.0,0,0,8.05,True,False,True,-0.3092756154954491,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,YoungAdult
0,3,21.5,0,0,8.05,False,False,True,-0.5724937540977952,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,YoungAdult
0,3,24.0,2,0,24.15,True,False,True,-0.3844807979532623,0.005040840282963516,3,8.049999999999999,72.44999999999999,3.224857896545748,YoungAdult
0,3,19.0,0,0,7.8958,True,False,True,-0.7605067102423282,-0.7890040358414437,1,7.8958,23.6874,2.1855792552411137,YoungAdult
0,3,29.0,0,4,21.075,False,False,True,-0.008454885664196365,-0.14517805662260871,5,4.215,63.224999999999994,3.0944457464900235,YoungAdult
0,3,25.0,0,0,7.2292,True,False,False,-0.3092756154954491,-0.8215685615901446,1,7.2292,21.6876,2.1076888046179385,YoungAdult
1,3,32.0,0,0,7.8542,True,False,True,0.2171606617092432,-0.7910362654711258,1,7.8542,23.5626,2.180891922715322,YoungAdult
1,2,62.0,0,0,10.5,True,False,True,2.4733161354436386,-0.661784506956406,1,10.5,21.0,2.4423470353692043,Senior
1,1,53.0,2,0,51.4792,False,False,True,1.79646949332332,1.3401180036363833,3,17.15973333333333,51.4792,3.960416900617205,Adult
1,1,36.0,0,0,26.3875,True,False,True,0.5179813915404959,0.11434646038905069,1,26.3875,26.3875,3.3100867049215847,Adult
1,3,21.5,0,0,7.75,False,True,False,-0.5724937540977952,-0.7961266098800885,1,7.75,23.25,2.169053700369523,YoungAdult
0,3,16.0,0,0,8.05,True,False,True,-0.9861222576157678,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,Teen
0,3,19.0,0,0,14.5,True,False,True,-0.7605067102423282,-0.466377811794686,1,14.5,43.5,2.740840023925201,YoungAdult
1,2,34.0,0,0,13.0,False,False,True,0.36757102662486957,-0.539655322480331,1,13.0,26.0,2.6390573296152584,YoungAdult
1,1,39.0,1,0,55.9,False,False,True,0.7435969389139355,1.5560814831291163,2,27.95,55.9,4.041295341132285,Adult
0,3,21.5,1,0,14.4583,False,False,False,-0.5724937540977952,-0.46841492659174694,2,7.22915,43.3749,2.738146075922933,YoungAdult
1,3,32.0,0,0,7.925,True,False,True,0.2171606617092432,-0.7875775669667633,1,7.925,23.775,2.188856327665703,YoungAdult
1,2,25.0,1,1,30.0,False,False,True,-0.3092756154954491,0.2908231319569791,3,10.0,60.0,3.4339872044851463,YoungAdult
1,1,39.0,1,1,65.6344,False,False,False,0.7435969389139355,2.0316232164746784,3,21.878133333333334,65.6344,4.19922096071412,Adult
0,2,54.0,0,0,26.0,True,False,True,1.8716746757811333,0.0954164367952591,1,26.0,52.0,3.295836866004329,Adult
0,1,36.0,0,0,40.125,True,False,False,0.5179813915404959,0.7854463290850829,1,40.125,40.125,3.716616209085536,Adult
0,3,25.0,0,0,8.7125,True,False,False,-0.3092756154954491,-0.7491068738567996,1,8.7125,26.137500000000003,2.2734137156937657,YoungAdult
1,1,18.0,0,2,65.6344,False,False,True,-0.8357118927001413,2.0316232164746784,3,21.878133333333334,65.6344,4.19922096071412,Teen
0,2,47.0,0,0,15.0,True,False,True,1.345238398576441,-0.44195197489947097,1,15.0,30.0,2.772588722239781,Adult
1,1,60.0,1,1,65.6344,True,False,False,2.3229057705280125,2.0316232164746784,3,21.878133333333334,65.6344,4.19922096071412,Adult
0,3,22.0,0,0,8.05,True,False,True,-0.5348911628688886,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,YoungAdult
0,3,25.0,0,0,8.05,True,False,True,-0.3092756154954491,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,YoungAdult
0,3,35.0,0,0,7.125,True,False,True,0.4427762090826827,-0.8266589059991073,1,7.125,21.375,2.094945728215801,YoungAdult
1,1,52.0,1,0,65.6344,False,False,False,1.7212643108655068,2.0316232164746784,2,32.8172,65.6344,4.19922096071412,Adult
0,3,47.0,0,0,7.25,True,False,True,1.345238398576441,-0.8205524467753036,1,7.25,21.75,2.1102132003465894,Adult
0,3,21.5,0,2,7.75,False,True,False,-0.5724937540977952,-0.7961266098800885,3,2.5833333333333335,23.25,2.169053700369523,YoungAdult
0,2,37.0,1,0,26.0,True,False,True,0.5931865739983091,0.0954164367952591,2,13.0,52.0,3.295836866004329,Adult
0,3,36.0,1,1,24.15,True,False,True,0.5179813915404959,0.005040840282963516,3,8.049999999999999,72.44999999999999,3.224857896545748,Adult
1,2,28.0,0,0,33.0,False,False,True,-0.08366006812200955,0.4373781533282692,1,33.0,66.0,3.5263605246161616,YoungAdult
0,3,49.0,0,0,0.0,True,False,True,1.4956487634920672,-1.1747270817559212,1,0.0,0.0,0.0,Adult
0,3,25.0,0,0,7.225,True,False,False,-0.3092756154954491,-0.8217737386200644,1,7.225,21.674999999999997,2.1071782966514356,YoungAdult
1,1,49.0,1,0,56.9292,True,False,False,1.4956487634920672,1.6063596257942268,2,28.4646,56.9292,4.0592215752427645,Adult
1,2,24.0,2,1,27.0,False,False,True,-0.3844807979532623,0.1442681105856891,4,6.75,54.0,3.332204510175204,YoungAdult
0,3,25.0,0,0,7.8958,True,False,True,-0.3092756154954491,-0.7890040358414437,1,7.8958,23.6874,2.1855792552411137,YoungAdult
0,1,40.0,0,0,42.4,True,False,True,0.8188021213717487,0.8965838869583111,1,42.4,42.4,3.770459441106359,Adult
0,3,44.0,0,0,8.05,True,False,True,1.1196228512030013,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,Adult
1,1,35.0,0,0,26.55,True,False,False,0.4427762090826827,0.12228485737999564,1,26.55,26.55,3.3160025355989236,YoungAdult
0,3,36.0,1,0,15.55,True,False,True,0.5179813915404959,-0.4150835543147344,2,7.775,46.650000000000006,2.806386101823072,Adult
0,3,30.0,0,0,7.8958,True,False,True,0.06675029679361683,-0.7890040358414437,1,7.8958,23.6874,2.1855792552411137,YoungAdult
1,1,27.0,0,0,30.5,True,False,True,-0.15886525057982273,0.3152489688521941,1,30.5,30.5,3.449987545831587,YoungAdult
1,2,22.0,1,2,41.5792,False,False,False,-0.5348911628688886,0.8564864331111263,4,10.3948,83.1584,3.7513658711253766,YoungAdult
1,1,40.0,0,0,65.6344,False,False,True,0.8188021213717487,2.0316232164746784,1,65.6344,65.6344,4.19922096071412,Adult
0,3,39.0,1,5,31.275,False,False,True,0.7435969389139355,0.35310901603977735,7,4.4678571428571425,93.82499999999999,3.4742929367327062,Adult
0,3,25.0,0,0,7.05,True,False,True,-0.3092756154954491,-0.8303227815333896,1,7.05,21.15,2.0856720914304723,YoungAdult
1,3,21.5,1,0,15.5,False,True,False,-0.5724937540977952,-0.417526138004256,2,7.75,46.5,2.803360380906535,YoungAdult
0,3,25.0,0,0,7.75,True,True,False,-0.3092756154954491,-0.7961266098800885,1,7.75,23.25,2.169053700369523,YoungAdult
0,3,35.0,0,0,8.05,True,False,True,0.4427762090826827,-0.7814711077429595,1,8.05,24.150000000000002,2.2027647577118348,YoungAdult
